id1,id2
36796277,120912151
36796277,42550233
1302845805,444438690
1302845805,441793553
1302845805,42479193
1302845805,521863410
1302856237,103314099
1302856237,469496057
1295569617,282636554
1302856238,196631177
120912151,444439868
120912151,553788138
120912151,410646531
120912151,42550233
120912151,5616681
366385886,5448788
366385886,103314098
103314098,5448788
103314098,1302845804
5448788,444439593
5448788,1302845796
5448788,1302757631
5448788,1302845799
5448788,469496057
5448788,27081142
5448788,196631193
5448788,1302845797
5448788,591387083
5448788,196631177
5448788,81940274
5448788,81940261
5616681,42550233
469496057,591389287
469496057,103314099
441793553,444438690
1009735850,80029252
1009735850,1009735846
1009735850,1009735849
1214406612,37371296
1214406612,37371295
1009735848,4603705
1009735848,697502556
1009735848,1321797498
1009735848,1009735847
1009735847,612580794
1009735851,1009735846
1009735851,219638655
1009735851,185298184
1009735851,124018649
1190906662,658861815
1190906662,30716343
658861815,32638658
658861815,108197543
658861815,1065093227
658861815,30716343
37371295,37371296
1110202682,697502556
30716343,32638658
30716343,108197543
30716343,774738912
30716343,30717274
30716343,1065093227
30716343,359874509
30716343,30218291
30716343,176300806
30716343,4026
1009735846,1009735952
1009735846,10144087
1009735846,80029252
1009735846,219638655
1009735846,185298184
28541682,121108382
121108381,1075657415
121108381,30932575
37371296,832686897
697502556,1321797498
504233932,530432703
23894336,99836551
23894336,530432723
690327833,690650843
690327833,690650840
690327833,27770048
1035861245,530432725
205550968,28426
205550968,122523892
205550968,1363947009
205550968,122523889
205550968,1363947008
122523889,28426
122523889,1363947009
122523889,27488946
122523889,1363947008
504233936,530432703
504233936,504233939
504233939,530432703
504233943,530432703
530632335,125667570
530443458,986784273
530433734,1026169825
530433734,1026169824
530433734,1353183318
530433734,1026169822
530433734,1026169816
530433734,1026169815
530433734,1026169800
530433734,1026169820
530433734,1026169793
530433734,1026169786
530433734,1026169796
530433734,1026169792
992584242,992584235
99836550,99836551
99836550,530432723
1363947009,28426
1363947009,122523892
1026169786,1026169793
1026169786,1026169792
1353183318,1026169824
1353183318,1026169822
1353162548,530432724
27770048,690650844
27770048,690650843
27770048,690650840
27770048,1065092702
27770048,1367333211
1367331836,942250096
1367331836,28822951
1026169800,1026169793
99836551,530432723
530433733,942364602
942250096,28822951
1363947008,28426
27488946,28426
22972163,530432723
22972163,1076181837
1076181837,530432723
530432723,530432717
1044479110,530432725
1076672707,530432725
1076672707,1044479107
1076672709,530432725
1076672709,1044479107
30501140,530432725
1076672685,530432725
530432717,530432716
1044479107,530432725
1306519958,1306519959
1306519958,24967542
1306519960,24967542
30094571,379941590
30094571,3474416
7964767,1306519961
7964767,557695820
7964767,17921274
7964767,1172168514
7964767,24967542
1119219031,24967542
1119219032,24967542
1119219033,1119220344
1119219033,24967542
379941590,17581135
379941590,3474416
379941590,30094564
645245130,24967542
645245130,27530711
645245130,1216924896
17921274,1306519961
17921274,1172168514
17921274,24967542
27530711,24967542
27530711,1216924896
1004960414,24967542
24996128,24967542
1119219034,24967542
1119220342,24967542
24967542,1306519965
24967542,1172168511
24967542,1119220343
24967542,7964768
24967542,1306519959
24967542,1306519961
24967542,1119220344
24967542,557695820
24967542,1306519964
24967542,1172168514
24967542,510947067
37975301,645061801
1141665949,1259699040
379941596,30094842
379941596,87585421
379941596,201924617
722669571,645066880
1275069778,1274975486
1274975486,1106522271
223252000,27012165
1274975487,1274975488
30094842,201924617
30094842,645061805
16641661,16641662
201924617,645061805
1076566323,1076566324
1076566323,25179280
1076566323,431335432
1076561718,1076561716
1076561718,1076561717
1076561718,25179280
1076561718,431335432
1076566324,25179280
1076566324,431335432
1076566325,1076566326
1076566325,25179280
1076566325,431335432
1076528964,1076528965
1076528964,25179280
1076528964,431335432
1076566328,1076561707
1076566328,25179280
1076566328,431335432
1076528954,1076528956
1076528954,1076528957
1076528954,25179280
1076528954,431335432
1076528954,173239
1076528951,1076528956
1076528951,1076528957
1076528951,1076528955
1076528951,1076528950
1076528951,25179280
1076528951,431335432
1076528951,173239
1076332266,1076528950
1076332266,1076528949
1076332266,1076528948
1076332266,1076528947
1076332266,25179280
1076332266,1076528946
1076332266,431335432
1076332266,1076528945
1076332266,173239
1076332266,1076528960
1076332266,1076332267
1076307197,1076345834
1076307197,1076345837
1076307197,25179280
1076307197,431335432
1076570080,1076539842
1076570080,1076539843
1076570080,25179280
1076570080,431335432
1076567298,1076567297
1076567298,25179280
1076567298,431335432
1076567297,25179280
1076567297,431335432
1076566335,1076352478
1076566335,25179280
1076566335,431335432
1076566334,25179280
1076566334,431335432
1076566333,25179280
1076566333,431335432
1076566332,1076566329
1076566332,1076539840
1076566332,25179280
1076566332,431335432
1076566332,173239
1076566331,1076566330
1076566331,25179280
1076566331,431335432
1076566331,173239
25014562,25179280
25014562,431335432
1076566330,1076566329
1076566330,25179280
1076566330,431335432
1076566330,173239
1076566329,25179280
1076566329,431335432
1076566329,173239
1076566326,25179280
1076566326,431335432
828200692,25179280
828200692,431335432
1076561712,1076561708
1076561712,1076561713
1076561712,25179280
1076561712,431335432
1076561712,173239
1076561716,25179280
1076561716,431335432
1076356952,14328448
1076356952,25179280
1076356952,431335432
14328448,1076356954
14328448,1076356953
14328448,25179280
14328448,431335432
1076356954,25179280
1076356954,431335432
1076356955,25179280
1076356955,431335432
1076356956,1076356957
1076356956,25179280
1076356956,431335432
1076356957,25179280
1076356957,431335432
1076358208,25179280
1076358208,431335432
1076539842,25179280
1076539842,431335432
1076358209,1076356948
1076358209,1076356950
1076358209,270446014
1076358209,1076356949
1076358209,25179280
1076358209,431335432
1076360398,1076360399
1076360398,1076360400
1076360398,1076360402
1076360398,1076360401
1076360398,25179280
1076360398,431335432
1076360399,1076360400
1076360399,25179280
1076360399,431335432
1076360401,25179280
1076360401,431335432
1076360402,25179280
1076360402,431335432
1076360403,1076360404
1076360403,25179280
1076360403,431335432
1076360404,25179280
1076360404,431335432
1076528946,1076528947
1076528946,25179280
1076528946,431335432
1076528946,1076528945
1076528947,1076528948
1076528947,25179280
1076528947,431335432
1076528948,1076528950
1076528948,1076528949
1076528948,25179280
1076528948,431335432
1076528949,1076528950
1076528949,25179280
1076528949,431335432
1076528950,1076528957
1076528950,25179280
1076528950,431335432
1076528950,173239
1076528953,1076528957
1076528953,25179280
1076528953,431335432
1076528953,173239
1076528955,1076528956
1076528955,1076528957
1076528955,25179280
1076528955,431335432
1076528956,1076528957
1076528956,25179280
1076528956,431335432
1076528956,173239
1076528957,25179280
1076528957,431335432
1076528957,173239
1076528961,25179280
1076528961,431335432
1076539840,1076539838
1076539840,25179280
1076539840,431335432
1076539840,173239
1076539838,1076570079
1076539838,25179280
1076539838,431335432
1076539838,173239
1076528962,25179280
1076528962,431335432
1076528965,25179280
1076528965,431335432
1076356950,25179280
1076356950,431335432
1076356949,25179280
1076356949,431335432
1076356948,25179280
1076356948,431335432
1076539843,25179280
1076539843,431335432
1076561715,1076561709
1076561715,1076561708
1076561715,25179280
1076561715,431335432
1076561715,173239
1076561714,1076561713
1076561714,25179280
1076561714,431335432
1076561714,173239
1076561713,25179280
1076561713,431335432
1076561713,173239
14327864,25179280
14327864,431335432
1076340068,3624866
1076340068,25179280
1076340068,431335432
1076340779,1076340780
1076340779,25179280
1076340779,431335432
1076561709,25179280
1076561709,431335432
1076561709,173239
3624866,270446015
3624866,1076340782
3624866,1076340783
3624866,1076340781
3624866,1076345843
3624866,25179280
3624866,431335432
3624866,1076345839
1076561708,25179280
1076561708,431335432
1076561708,173239
1076561707,25179280
1076561707,431335432
1076539846,1076539845
1076539846,25179280
1076539846,431335432
1076340781,25179280
1076340781,431335432
1076340782,25179280
1076340782,431335432
1076340783,25179280
1076340783,431335432
1076561717,25179280
1076561717,431335432
1076345834,1076345837
1076345834,25179280
1076345834,431335432
1076345840,25179280
1076345840,431335432
1076345841,25179280
1076345841,431335432
1076539845,25179280
1076539845,431335432
1076345843,25179280
1076345843,431335432
1076352476,1076352479
1076352476,1076352480
1076352476,1076352478
1076352476,25179280
1076352476,431335432
1076352477,1076352478
1076352477,25179280
1076352477,431335432
1076352478,25179280
1076352478,431335432
1076352479,25179280
1076352479,431335432
1076352480,25179280
1076352480,431335432
1076352482,25179280
1076352482,431335432
1076352484,14330648
1076352484,25179280
1076352484,431335432
14330648,1076352485
14330648,25179280
14330648,431335432
1076352485,25179280
1076352485,431335432
1076539844,25179280
1076539844,431335432
1076345837,1076345836
1076345837,25179280
1076345837,431335432
1076356953,25179280
1076356953,431335432
1076360400,25179280
1076360400,431335432
270446014,25179280
270446014,431335432
270446015,25179280
270446015,431335432
41778328,54741
41778328,173239
92865658,54741
92865658,173239
54741,1212224522
54741,1212224520
54741,11891202
54741,1868006
54741,670919452
54741,784391562
54741,347971434
54741,94389273
54741,4435600
54741,41778330
54741,41778329
54741,1212136324
54741,1212383636
54741,1212386439
54741,4500265
54741,41778327
54741,4500266
54741,1212132011
54741,1212383625
54741,41556534
54741,1041809739
54741,41778335
54741,173239
54741,41775146
54741,41778334
54741,41778333
54741,4578498
1218028944,1218028943
1218028944,862875714
1218028944,1218028942
1304507404,1313641133
1304507404,32455432
1304507404,24315043
260062333,32195750
368342513,368342524
568738120,1218023662
568738120,420456287
568738120,1218023663
568738120,23536305
568738120,1009387172
568738120,218551471
568738120,23578968
1304507406,24315043
334439094,260062338
47036606,98328282
47036606,260062327
1218023663,1218023662
1218023663,420456287
1218023663,218551451
1218023663,23536305
680828125,1304505312
218551451,420456287
1304505312,715598123
1304505312,715880632
1304505312,723274626
1304505312,722639145
1304505312,911602753
1304505312,911602755
1304505311,1304505310
715598123,715880632
1218028942,1218028943
1218028943,862875714
24315043,32455432
24315043,368342524
230092268,32195750
1218023662,420456287
1218023662,23536305
23536305,420456287
28190638,404960674
797517512,173175962
92226814,92226813
92226814,28660783
210351845,108965709
7216384,60707991
7216384,60707992
7216384,111410241
7216384,119405589
7216384,111410261
7216384,119405533
7216384,108965712
7216384,119405680
7216384,119405472
7216384,111410222
7216384,24380377
61921434,24380377
61921434,61921436
111410276,108965699
111410276,9872585
7213563,24380377
29597017,110663447
33185321,108965709
23321854,108965712
23321854,165941673
33146323,108965709
33146323,33144276
93258357,10476815
93258357,108965709
61921431,28681064
61921431,61921435
61921431,8073009
61921429,28681064
61921429,61921435
61921429,82830390
61921426,24380377
61921426,28610433
61921426,61921436
61921426,61996118
108965712,8084724
108965712,111410250
108965712,8084681
108965712,111410263
108965712,60707991
108965712,60707992
108965712,111410241
108965712,111410261
108965712,119405533
108965712,111410278
108965712,111410219
108965712,136561398
108965712,165941668
108965712,165941673
108965712,165941667
108965712,111410222
57744293,109163398
57744293,57744285
111410244,108965699
111410244,33185879
33683881,108965699
57679168,57679164
57679168,8075575
57679164,57679156
57679164,8075575
82830390,28681064
82830390,82830397
82830397,28681064
33683877,108965699
33683877,33185897
61996118,28610431
61996118,28610433
111410278,111410261
61921436,24380377
33189107,9871973
33189107,108965709
33688209,24380377
33688209,108965709
33688209,201619188
33688209,9867019
92663514,108965709
92663514,9866915
92663514,9871766
33185897,108965699
91567811,24380377
33185313,108965709
210351843,108965709
210351843,33076774
33185879,108965699
108965709,111410221
108965709,9871973
108965709,9872874
108965709,24380377
108965709,9871851
108965709,33146054
108965709,33144883
108965709,10476815
108965709,33146050
108965709,111410269
108965709,103475311
108965709,33144873
108965709,33076774
108965709,33144276
108965709,9866915
108965709,33076775
108965709,33136850
108965709,201619192
108965709,9871766
108965709,201619188
108965709,9867019
108965709,118874451
108965709,45170252
61921435,28681064
57725414,8075575
57725414,8075573
57725414,9802314
33145631,108965699
8075575,57679156
9872585,108965699
111410261,111410241
111410261,119405533
111410261,111410222
28610225,24380377
28610225,28610431
28610225,28610427
28610225,28610426
111410222,119405533
33076775,103475311
33076775,33136850
28610427,28610431
28610427,28610426
28610431,24380377
28610431,28610433
33136850,103475311
33136850,201619192
28610433,24380377
118874446,7261272
118874446,39909144
165966668,43658910
8075580,8075573
8075580,9802314
8075580,107430640
8075580,107430642
103475311,9872874
103475311,24380377
9866915,33144276
9866915,9871766
28233801,7261143
28233745,7261143
28233745,28233744
9802314,8075573
9771067,28660641
9771067,28660784
8075595,8072919
8075595,28681064
8075595,7212677
28233744,7261143
8073009,28681064
7261143,7212212
165941668,136561398
119405589,24380377
119405533,111410241
201619188,24380377
201619188,9871766
201619188,9867019
119405472,24380377
24380377,60707991
24380377,24380376
9871851,33146054
33146054,33146050
28681064,7212677
28681064,8076045
28660784,28735982
1082327507,55763
1081624495,55763
1082327506,55763
1047136806,1302867838
1047136806,55763
1081624494,55763
24263288,55763
1081624493,55763
1082327488,55763
1082327497,55763
1082327503,55763
501688491,55763
1081624518,55763
1082327498,55763
1082327494,55763
1082327491,55763
1082327487,55763
1082327489,55763
1085776967,1302867836
1085776967,55763
1081624492,55763
1082327486,55763
1082327484,55763
1082327500,55763
1082327501,55763
1082327502,55763
1082327504,55763
1081624496,55763
1082327505,55763
1082327485,55763
1082327508,55763
1082327499,55763
1082327510,55763
1302867837,55763
86813671,52023116
86813671,52023054
86813671,431508103
86813671,55763
32388499,1302867841
32388499,55763
1302867838,55763
1082327511,55763
1280676821,52023054
1280676821,55763
1302867839,55763
35140272,288514442
35140272,6529251
35140272,55763
1302867836,1308765696
1302867836,55763
1302867840,55763
1308765696,55763
345088324,445828678
345088324,55763
1187821816,55763
42898129,55763
52023054,1280676820
52023054,52023116
52023054,55763
431508102,55763
1280676820,52023116
1280676820,55763
1082327509,55763
6529251,55762
6529251,86812768
6529251,24167029
6529251,1184514596
6529251,166268035
6529251,132926330
6529251,1308757830
6529251,359610265
6529251,375532316
6529251,586576310
6529251,118327391
6529251,807909785
6529251,586576311
6529251,571126066
6529251,288514442
6529251,7378465
6529251,292677367
6529251,14235419
6529251,749012672
6529251,208264313
6529251,345088390
6529251,55763
6529251,373695517
6529251,669984309
6529251,188867138
6529251,14361828
6529251,763964269
6529251,184279999
6529251,670004501
6529251,35597772
6529251,4685998
6529251,24259112
6529251,5007
6529251,1920561
6529251,71234497
6529251,141809383
6529251,141809401
6529251,45665894
6529251,1904386
6529251,274724925
6529251,48145154
6529251,4593870
1302867841,55763
17895396,55763
4255976,4255973
1157875924,325347129
1151417284,25881427
1157875927,277345345
4255973,4255975
325347129,25881427
325347129,277345345
98329301,26829
98329301,408306
1065911296,509454955
1065911296,408306
1292566480,509454955
1292566480,408306
1292626156,509454955
1292626156,408306
1292626157,509454955
1292626157,408306
1292559305,509454955
1292559305,408306
1292626167,509454955
1292626167,408306
836908190,26829
836908190,408306
836908190,3091596
836908190,98278746
836908192,408306
188889247,509454955
188889247,26829
188889247,408306
188889247,1190184911
188889247,1190184915
188889247,1190184930
98330022,26829
98330022,408306
98330022,98278746
1292559304,509454955
1292559304,408306
603754599,509454955
603754599,408306
1292764278,509454955
1292764278,408306
1292764279,509454955
1292764279,408306
1292764292,509454955
1292764292,408306
836908197,408306
836908202,408306
1190184911,408306
323223114,509454955
323223114,408306
509455893,408306
509454955,1189426138
509454955,1190184921
509454955,1292547770
509454955,1292547769
509454955,1292547766
509454955,1292547768
509454955,1292547767
509454955,1292559289
509454955,1292559290
509454955,1292547764
509454955,1292559281
509454955,1292559299
509454955,1292554732
509454955,1292554742
509454955,26829
509454955,408306
509454955,1292554740
509454955,1292554739
509454955,1190184932
509454955,1190184930
623470615,26829
623470615,623470616
623470615,408306
623470616,26829
623470616,408306
45234440,707355896
45234440,98278748
45234440,408306
220285512,408306
129030622,83469292
129030622,3314006
129030622,408306
1189426138,408306
1190184915,408306
1292559299,408306
1190184930,408306
1190184932,408306
1292554732,408306
1190184921,408306
1292559290,408306
1292559289,408306
1292547766,408306
1292547767,408306
1292547764,408306
1292547768,408306
603752908,26829
603752908,408306
1292559281,408306
1292554740,408306
1292547770,408306
1292554742,408306
1292554739,408306
1292547769,408306
551076859,42279763
551076859,110656840
1054552259,550721211
1167422462,550721211
550721211,401966166
550721211,1056287989
550721211,998024106
550721211,1056287990
550721211,1054552258
1056935253,1056935252
1056935253,98887312
551076858,84411110
551076858,1044750288
1044750288,84411110
1300732655,64916171
1300732655,109704622
42279763,110656840
1300732656,109704622
108071170,1063374721
108071170,1063374722
81145203,81145205
884213634,998025284
64916171,109704622
884213632,998025284
98887312,1056935252
79406037,22697557
79406037,807738419
125148285,807572423
125148285,551079210
125691437,807572423
807572423,551079210
1298521711,404585
46345258,404585
46345258,583292660
46345258,1307724274
46345258,1307724267
1186217535,404585
1186217535,1296066101
952744366,404585
952744366,686137590
121240847,404585
121240847,521285400
161213987,404585
161213987,611237675
46482684,32228998
46482684,404585
153010814,404585
153010814,698912586
1296066100,404585
1296066101,404585
523744318,32228998
523744318,404585
32228998,617439950
32228998,1078440264
32228998,719395526
32228998,247295241
32228998,404585
32228998,583292660
32228998,132342167
32228998,611237675
247295246,404585
247295246,247295237
247295246,24885702
247295246,247183071
247295246,404584
47796728,404585
535660547,404585
535660547,535660553
535660547,1232438417
535660548,404585
535660548,535660553
535660548,1232438417
1296066102,404585
1296066102,601760634
834725267,404585
834725267,686137590
521055455,404585
521055455,604018363
521055455,418044389
521055455,1296030622
681162625,404585
521055425,404585
520358240,404585
520354548,404585
520354548,1050568440
520354548,1050568441
520351126,404585
520351126,1050568439
520351126,520349965
520349971,404585
690314013,404585
690314013,628059468
690314013,418044389
686137590,404585
686137590,478292095
686137590,952744365
686137590,13727755
535660553,404585
535660553,1232438417
1296066103,404585
1296066103,601760636
520349968,404585
1298522128,404585
520349965,404585
520349965,1050568443
46439017,404585
46439017,1232438417
418044389,404585
418044389,604018363
418044389,1296030622
1307710715,404585
99459284,404585
247295237,3544403
247295237,404585
247295237,24885702
247295237,247183071
1050568440,404585
1050568439,404585
32204915,404585
32204915,965988645
698912586,404585
698912586,1307710701
132342167,404585
132342167,583292660
132342167,611237675
1112486644,404585
621994684,404585
583292660,404585
965988645,404585
1307724274,404585
952744365,404585
952744365,13727755
13727755,404585
13727755,47799839
13727755,47796713
604018363,404585
604018363,1296030622
1050568443,404585
601760636,404585
1050568441,404585
1307718988,404585
1307710707,404585
1307710701,404585
521285400,404585
521285400,30771395
1307724267,404585
530582835,404585
530582835,1232438417
1307710708,404585
628059468,404585
1112486643,404585
601760634,404585
863923327,157094043
863923327,1082280670
70185825,157094043
70185825,1082280664
1082280668,157094043
1082280668,179462027
269800526,157094043
269800526,1082280667
269800526,1082280666
269800526,1082266258
269800526,179462027
1082280667,157094043
1082280666,157094043
1082280664,157094043
1082280664,454819326
1082280663,157094043
1082280663,1082283701
1094510524,157094043
1094510524,146738520
159698125,818047437
1082266258,157094043
1082266258,454819327
1309424826,157094043
1309424826,1309467232
1309424826,1309467233
454819327,157094043
1082266257,157094043
1082266257,457462502
157311319,157094043
863923326,157094043
863923326,329262981
863923328,157094043
863923328,329262981
1094510526,107438657
1094510526,157094043
1094510526,146738520
42310168,696007686
454819328,157094043
1046850158,25836954
147511,818047437
24215630,818047434
179462026,157094043
179462027,157094043
146738520,107438657
146738520,157094043
146738520,1094510519
146738520,1309467232
146738520,1094510516
146738520,1094510520
146738520,1094510517
146738520,1094510521
146738520,1094510522
521044528,818056567
521044528,46968730
187918250,1094505827
187918250,187918249
187918250,157094043
804656156,157094043
329262981,157094043
329262981,454819325
329262981,454819324
329262981,454819323
1042957721,484752606
1042957721,157094043
145004278,818030546
1094510516,157094043
1094510516,1309467232
1082280669,157094043
1082280669,39700739
1094510517,157094043
1094510517,1094510520
1042957719,484752606
1042957719,157094043
1094510519,157094043
1094510519,1094510520
1094510520,157094043
46968730,818056567
1094505824,1094505827
1094505824,1094505822
1094505824,157094043
1094510521,157094043
1094510521,1094510522
1094510522,157094043
1094505823,1094505827
1094505823,1094505822
1094505823,157094043
1094505827,1094505817
1094505827,1094505821
1094505827,1094505822
1094505827,187918249
1094505827,157094043
1082283701,157094043
1082283701,38493274
1082280670,157094043
1042957720,484752606
1042957720,157094043
454819329,157094043
818047435,97406608
1094505817,157094043
484752606,157094043
39700739,157094043
38493274,157094043
457462502,157094043
454819325,157094043
454819331,157094043
1094505822,1094505821
1094505822,157094043
1094505821,157094043
187918249,157094043
454819324,157094043
288747379,145420391
454819330,157094043
1309467233,157094043
1309467232,157094043
454819323,157094043
41571923,818047433
454819326,157094043
696331633,38323180
107438657,157094043
1180445547,1249982274
1180445547,1310866645
1180445547,1249982278
1180445547,1249982277
1180445547,1249982276
1056304466,604853428
466948214,1310866645
544633032,384222460
466948215,1310866645
466948222,384222460
1304130470,152892280
466948211,1310866645
1250015947,1250015942
1250015947,1250015945
1250015947,1250015946
1250015947,1304130469
466948226,1055933151
1180445542,384222460
1250015948,1250015941
1250015948,1250015943
1250015948,1250015944
1250015948,1304130469
544633049,384222460
544633049,544633044
544633049,544633041
544633049,544633046
544633049,544633045
544633049,544633047
544633049,544633048
544633049,544633039
1250015946,1304130469
1310866645,1053408989
1310866645,1053408988
1310866645,466948228
1310866645,1053408990
1310866645,586114352
1310866645,1055933151
1310866645,1053408992
1310866645,586119131
1310866645,586119132
1310866645,1249982272
1310866645,586119134
1310866645,586119135
1310866645,1249982274
1310866645,586119136
1310866645,586119137
1310866645,1249982278
1310866645,1249982277
1310866645,1249982276
1310866645,1249982251
1310866645,1180445548
1249982277,1249982274
1304130469,1250015941
1304130469,1250015943
1304130469,1250015944
1304130469,1250015942
1304130469,1250015945
1304130469,1250015938
1304130469,1250015937
1304130469,1055919145
1304130469,1299499947
1304130469,1193503949
1087735797,578916984
1087735797,544628544
1250015937,1250015938
586114365,384222460
384222460,586114345
384222460,1055933151
384222460,544633044
384222460,544633041
384222460,544633046
384222460,544633045
384222460,544633047
384222460,544633048
384222460,544633039
466948228,1053408988
152708912,544628544
586114352,1055933151
1055933151,1310864841
1055933151,586119131
1055933151,586119134
1055933151,586119135
1055933151,586119137
158347734,1046311717
195986607,6813815
195986606,6813815
152892893,1193503951
152892893,1193503944
850620938,12080467
34043307,850620976
34043307,761954936
34043307,699071248
699071248,850620976
699071248,761954936
1213833374,850620982
1213833374,12080467
1213833376,850620979
1213833376,12080467
1213833377,850620979
850620935,12080467
850620983,12080467
850620936,12080467
850620979,12080467
850620981,1213833380
850620981,12080467
850620937,12080467
25572365,149548858
849979845,850620943
849979845,12080467
194592398,850620978
194592398,12080467
850644322,12080467
850644325,12080467
850644324,12080467
850620982,12080467
32012008,850620978
32012008,12080467
850620943,12080467
850620926,1213833371
850620926,12080467
761954936,850620976
850623051,850644323
850623051,12080467
850620967,12080467
1213833373,850644323
1213833373,12080467
1213833371,12080467
1040507324,12080467
1040507324,49744967
1040507324,4317997
1040507324,1039444199
1040507324,13913225
849979837,850620939
849979837,12080467
850644323,12080467
904195283,4740606
4740606,276781658
4740606,904195284
128876689,290507064
904191011,3093664
49188047,184044593
34784604,3093664
904222896,80279966
188292777,3093666
290098102,51766323
290098102,904222904
290098102,934998141
904222904,934998141
904222905,3093666
184044593,934998141
184044593,4740644
290098145,80279966
904222907,80279966
1190904580,1068878240
1190904580,1190904579
1068878240,1190904579
1069455427,1069455429
636863620,35469222
503435550,550825536
569443554,293388676
569443554,1068878238
569443554,1068878237
35466946,131708756
35466946,385255308
35466946,5021372
35466946,1094097399
35466946,677381000
1068878239,1316874038
1068878238,293388676
1069455429,129212925
1094097399,677381000
745793289,376679959
672651078,1185262078
35085394,35085395
35085394,672478898
35085394,282800384
282792389,32441968
282792387,672478892
1290650093,672478892
801954021,358589252
801954021,282550051
801954021,454328117
801954021,37028364
801954021,413747722
1290650092,672478895
28319554,103629445
28319554,1185550862
28319554,672478894
559742256,50981559
559742256,125189263
559742256,672506131
103629445,1185550862
103629445,672478892
672478892,1185550862
672478898,282496053
672478898,35085395
672478898,141047150
672478898,282800384
672506131,193424
672506131,50981559
1290518807,199202458
125513029,1065244007
125513029,121636011
45191436,45191435
45191436,45191434
45191436,240526025
275145935,85248048
6260992,753249359
6260992,592963536
6260992,421312126
6260992,106483613
6260992,4675776
275145898,420522029
45191435,45191434
45191434,240526025
244459432,981538365
244459432,981538366
244459432,981538363
244459432,981538364
244459432,15810999
981538363,981538364
981538368,199202458
325820238,433272042
325820238,4547456
125233551,4677617
46349275,1088827579
46349275,1065243980
46349275,15762584
46349275,203111273
203111273,1088827579
203111273,1065243980
203111273,15762584
199202458,433272041
1065244009,4675785
1065244009,43906841
4677631,420522029
433272041,433272042
433272041,4547456
1065243980,15762589
1065243980,15762590
1065243980,15762591
1065243980,1088827579
1065243980,687937962
1065243980,15762583
1065243980,15762584
1065243980,982243718
4547456,185633562
4547456,433272042
4547456,325824031
1065244007,121636011
1065244007,125514386
981538365,981538366
15762590,15762589
15762590,15762591
15762590,15762583
15762590,15762584
433272042,185633562
433272042,325824031
15811001,15811000
85248048,6188685
1088827579,15762584
4675776,421312126
15762591,15762589
15762591,15762583
15762591,15762584
687937962,982243718
15762583,15762589
118438690,240526025
14428411,421279838
651785058,651804226
651785058,651785048
11637826,385513221
11637826,11637685
175902033,51426530
51944654,74349786
11637685,685886131
11637685,367890061
11637685,385513221
11637685,404320761
11637685,404320737
11637685,404320762
11637685,404320760
11637685,367890060
11637685,403754305
176301836,74349786
176301085,51426530
602886473,51426530
268085842,679508049
651796960,651796970
403752967,51436848
403752967,51426530
596789531,51426530
597799142,51426530
175902032,51426530
651785046,539256755
651785046,651804226
651785046,651785048
651785046,473611036
651785046,539256761
651785046,539256758
49810915,651785057
49810915,651804226
49810915,651785048
176301084,51426530
651796978,651796974
651796978,651796976
651796978,651796970
651796974,52596340
651796974,52596339
651796974,651796970
367890061,685886131
367890061,385513221
367890061,404320761
517045189,547703479
204912995,651796970
539256755,651785057
539256755,651804226
539256755,651785048
404320761,685886131
404320761,385513221
404320761,404320737
404320760,385513221
404320760,367890060
404320760,403754305
